2.406-2.595 min,,
#Point,X(Thompsons),Y(Counts)
11,40.0,901.438903808594
12,41.1,4333.74609375
13,42.0,1198.73449707031
14,43.0,2633.03515625
15,44.0,4704.46923828125
16,45.0,2746.90551757813
17,46.0,809.267333984375
18,47.0,1146.84289550781
19,48.0,932.840881347656
20,49.0,335.586273193359
21,50.0,937.203979492188
22,51.0,1212.22900390625
23,52.0,503.108184814453
24,53.0,1805.60498046875
25,54.1,1806.22143554688
26,55.1,4108.634765625
27,56.0,679.583618164063
28,57.0,3592.779296875
29,58.0,463.781311035156
30,58.9,20.1722221374512
31,59.0,207.067565917969
32,59.9,177.152252197266
33,61.0,1410.27197265625
34,62.0,891.817932128906
35,63.0,5146.380859375
36,64.0,331.941284179688
37,65.0,1331.83178710938
38,66.0,864.281799316406
39,67.1,4370.65185546875
40,68.0,1319.84130859375
41,69.0,1155.63818359375
42,70.0,962.3095703125
43,71.0,440.55615234375
44,71.9,144.972412109375
45,73.0,494.068511962891
46,74.0,219.841506958008
47,74.9,107.610633850098
48,75.0,84.7446212768555
49,76.0,111.181602478027
50,77.0,1362.47033691406
51,78.0,3960.076171875
52,79.0,2242.32153320313
53,80.0,1520.07934570313
54,81.1,4364.48486328125
55,82.0,883.5107421875
56,83.0,879.790405273438
57,84.0,207.477996826172
58,84.1,4.54486846923828
59,85.0,152.438125610352
60,85.9,22.3191204071045
61,86.0,57.3282203674316
62,86.9,63.8758811950684
63,87.8,7.75539779663086
64,87.9,140.627960205078
65,88.0,3.48836612701416
66,88.9,164.519989013672
67,89.9,14.8925695419312
68,91.0,1137.66418457031
69,92.0,249.983657836914
70,93.0,25.5060596466064
71,93.0,690.855224609375
72,94.0,146.499816894531
73,94.0,130.866455078125
74,95.1,2912.75219726563
75,96.0,1155.22412109375
76,96.9,7.8832368850708
77,97.0,303.521728515625
78,98.0,343.722076416016
79,98.1,15.5554361343384
80,99.0,109.680816650391
81,100.0,3.97483563423157
82,101.0,19.4967651367188
83,101.0,3.26930356025696
84,101.9,31.2796669006348
85,102.0,9.91940689086914
86,102.8,4.75857830047607
87,102.9,245.777633666992
88,103.9,30.5805435180664
89,104.0,50.6632881164551
90,105.0,204.328765869141
91,106.0,273.240447998047
92,106.9,42.1439361572266
93,107.0,59.5695266723633
94,107.9,1.44262182712555
95,108.0,4.58500003814697
96,109.0,934.335205078125
97,109.9,4.11016988754272
98,110.0,255.806518554688
99,110.9,10.7362155914307
100,111.0,42.5075798034668
101,111.1,12.0383491516113
102,111.9,4.0575098991394
103,113.0,8.55388069152832
104,114.8,9.17351341247559
105,115.0,71.8247222900391
106,116.9,4.46954584121704
107,116.9,16.5404281616211
108,118.9,90.7108459472656
109,119.0,35.8571968078613
110,119.9,1.23240208625793
111,121.0,1.45989012718201
112,121.9,6.41997623443604
113,123.0,160.245986938477
114,124.1,1312.92163085938
115,124.9,5.85636806488037
116,125.0,136.803359985352
117,125.9,5.2713360786438
118,126.0,163.022430419922
119,126.1,7.3691258430481
120,127.0,1.26998472213745
121,128.9,8.95292186737061
122,129.1,1.53772413730621
123,132.9,246.218505859375
124,133.1,4.61446666717529
125,133.9,9.05172252655029
126,134.0,16.1101245880127
127,134.8,11.8227386474609
128,134.9,44.146858215332
129,135.0,3.37711215019226
130,136.9,9.65237426757813
131,141.9,1.4099292755127
132,142.0,8.09053134918213
133,142.1,41.0741157531738
134,146.9,172.209930419922
135,147.8,2.84890031814575
